User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Subscription Duration,Month Acquisition,Group Age
652,Basic,14,2022-08-15,2023-06-29,Spain,39,Female,Smartphone,1 Month,318,8,35-39
653,Standard,11,2022-07-29,2023-06-29,United States,28,Female,Smartphone,1 Month,335,7,25-29
654,Standard,12,2022-07-17,2023-06-28,Canada,30,Female,Smartphone,1 Month,346,7,30-34
655,Basic,11,2022-07-26,2023-06-29,United States,42,Male,Tablet,1 Month,338,7,40-44
656,Premium,14,2022-07-31,2023-06-29,United States,33,Female,Laptop,1 Month,333,7,30-34
657,Basic,14,2022-03-08,2023-06-29,Canada,34,Female,Smart TV,1 Month,478,3,30-34
658,Standard,13,2022-04-08,2023-06-29,United Kingdom,49,Female,Smart TV,1 Month,447,4,45-49
659,Premium,13,2022-03-08,2023-06-29,Australia,41,Male,Laptop,1 Month,478,3,40-44
660,Basic,12,2022-06-27,2023-06-29,Germany,28,Male,Smart TV,1 Month,367,6,25-29
661,Premium,14,2022-06-27,2023-06-28,France,49,Female,Laptop,1 Month,366,6,45-49
662,Basic,15,2022-06-15,2023-06-29,Brazil,49,Male,Tablet,1 Month,379,6,45-49
663,Standard,11,2022-06-13,2023-06-29,Mexico,36,Male,Tablet,1 Month,381,6,35-39
664,Standard,11,2022-12-06,2023-06-30,Spain,31,Male,Smart TV,1 Month,206,12,30-34
665,Basic,10,2022-06-18,2023-06-28,Italy,38,Male,Smartphone,1 Month,375,6,35-39
666,Premium,15,2022-06-26,2023-06-29,Spain,34,Female,Tablet,1 Month,368,6,30-34
667,Basic,11,2022-06-30,2023-06-30,Spain,51,Female,Smartphone,1 Month,365,6,50-54
668,Standard,13,2022-03-07,2023-06-30,United States,49,Male,Smart TV,1 Month,480,3,45-49
669,Premium,13,2022-06-19,2023-06-28,Canada,27,Female,Tablet,1 Month,374,6,25-29
670,Basic,10,2022-08-06,2023-06-29,United States,38,Male,Smart TV,1 Month,327,8,35-39
671,Basic,10,2022-08-06,2023-06-30,United States,51,Male,Tablet,1 Month,328,8,50-54
672,Basic,14,2022-09-06,2023-06-30,Canada,47,Female,Tablet,1 Month,297,9,45-49
673,Standard,15,2022-09-06,2023-06-27,United Kingdom,37,Male,Smartphone,1 Month,294,9,35-39
674,Premium,13,2022-10-06,2023-06-28,Australia,37,Female,Laptop,1 Month,265,10,35-39
675,Basic,11,2022-11-06,2023-06-29,Germany,39,Female,Tablet,1 Month,235,11,35-39
676,Basic,11,2022-06-13,2023-06-29,France,31,Male,Smartphone,1 Month,381,6,30-34
677,Premium,13,2022-06-17,2023-06-28,Brazil,36,Male,Smart TV,1 Month,376,6,35-39
678,Standard,15,2022-06-27,2023-06-28,Mexico,42,Female,Smart TV,1 Month,366,6,40-44
679,Standard,11,2022-05-07,2023-06-29,Spain,49,Male,Laptop,1 Month,418,5,45-49
680,Basic,15,2022-07-07,2023-06-29,Italy,44,Female,Laptop,1 Month,357,7,40-44
681,Premium,11,2022-07-16,2023-06-28,Spain,33,Male,Laptop,1 Month,347,7,30-34
682,Standard,11,2022-07-23,2023-06-27,Spain,42,Male,Tablet,1 Month,339,7,40-44
683,Basic,13,2022-03-08,2023-06-29,United States,39,Male,Smartphone,1 Month,478,3,35-39
684,Standard,10,2022-11-08,2023-06-29,Canada,49,Male,Smartphone,1 Month,233,11,45-49
685,Premium,12,2022-08-15,2023-06-30,United States,31,Male,Smartphone,1 Month,319,8,30-34
686,Basic,14,2022-08-18,2023-06-28,United States,37,Male,Tablet,1 Month,314,8,35-39
687,Premium,13,2022-08-26,2023-06-29,Canada,30,Female,Tablet,1 Month,307,8,30-34
688,Standard,10,2022-03-09,2023-06-28,United Kingdom,42,Male,Smartphone,1 Month,476,3,40-44
689,Basic,15,2022-04-09,2023-06-29,Australia,37,Female,Smart TV,1 Month,446,4,35-39
690,Standard,15,2022-05-09,2023-06-30,Germany,36,Male,Laptop,1 Month,417,5,35-39
691,Premium,11,2022-01-09,2023-06-29,France,28,Female,Laptop,1 Month,536,1,25-29
692,Basic,15,2022-08-31,2023-06-30,Brazil,36,Male,Tablet,1 Month,303,8,35-39
693,Standard,14,2022-01-09,2023-06-29,Mexico,31,Female,Tablet,1 Month,536,1,30-34
694,Premium,14,2022-09-17,2023-01-07,Spain,46,Male,Smart TV,1 Month,112,9,45-49
695,Basic,13,2022-09-21,2023-06-28,Italy,28,Male,Laptop,1 Month,280,9,25-29
696,Premium,15,2022-09-29,2023-01-07,Spain,31,Male,Tablet,1 Month,100,9,30-34
697,Basic,12,2022-06-10,2023-06-29,Spain,43,Male,Smart TV,1 Month,384,6,40-44
698,Standard,10,2022-12-10,2023-02-07,United States,28,Male,Laptop,1 Month,59,12,25-29
699,Standard,13,2022-07-10,2023-06-30,Canada,32,Female,Smartphone,1 Month,355,7,30-34
700,Basic,12,2022-04-10,2023-06-30,United States,31,Female,Laptop,1 Month,446,4,30-34
701,Premium,11,2022-09-24,2023-06-28,United States,45,Male,Smart TV,1 Month,277,9,45-49
702,Basic,14,2022-09-25,2023-01-07,Canada,36,Male,Smartphone,1 Month,104,9,35-39
703,Standard,14,2022-09-27,2023-06-30,United Kingdom,35,Male,Laptop,1 Month,276,9,35-39
704,Premium,13,2022-09-30,2023-01-07,Australia,27,Female,Tablet,1 Month,99,9,25-29
705,Basic,13,2022-04-10,2023-06-28,Germany,32,Male,Laptop,1 Month,444,4,30-34
706,Premium,12,2022-10-24,2023-01-07,France,46,Female,Smartphone,1 Month,75,10,45-49
707,Basic,12,2022-10-28,2023-06-30,Brazil,36,Male,Smart TV,1 Month,245,10,35-39
708,Standard,13,2022-02-11,2023-01-07,Mexico,39,Male,Laptop,1 Month,330,2,35-39
709,Standard,12,2022-07-11,2023-06-28,Spain,48,Female,Smart TV,1 Month,352,7,45-49
710,Basic,10,2022-10-11,2023-06-30,Italy,48,Female,Smart TV,1 Month,262,10,45-49
711,Premium,14,2022-11-15,2023-06-29,Spain,27,Female,Laptop,1 Month,226,11,25-29
712,Basic,13,2022-08-11,2023-01-07,Spain,45,Male,Tablet,1 Month,149,8,45-49
713,Standard,10,2022-01-11,2023-06-27,United States,30,Male,Laptop,1 Month,532,1,30-34
714,Premium,15,2022-10-30,2023-06-29,Canada,29,Male,Tablet,1 Month,242,10,25-29
715,Basic,12,2022-10-28,2023-06-29,United States,43,Female,Laptop,1 Month,244,10,40-44
716,Premium,10,2022-10-26,2023-06-30,United States,43,Male,Laptop,1 Month,247,10,40-44
717,Basic,15,2022-10-18,2023-06-29,Canada,39,Female,Tablet,1 Month,254,10,35-39
718,Standard,14,2022-09-30,2023-06-30,United Kingdom,27,Male,Tablet,1 Month,273,9,25-29
719,Standard,10,2022-03-09,2023-06-29,Australia,33,Female,Tablet,1 Month,477,3,30-34
720,Basic,10,2022-08-23,2023-06-29,Germany,32,Female,Tablet,1 Month,310,8,30-34
721,Premium,10,2022-08-16,2023-06-29,France,37,Female,Tablet,1 Month,317,8,35-39
722,Basic,13,2022-11-08,2023-06-30,Brazil,45,Male,Smartphone,1 Month,234,11,45-49
723,Standard,10,2022-01-08,2023-06-30,Mexico,40,Female,Smartphone,1 Month,538,1,40-44
724,Premium,14,2022-01-08,2023-06-29,Spain,44,Male,Laptop,1 Month,537,1,40-44
725,Basic,12,2022-01-08,2023-06-29,Italy,29,Female,Tablet,1 Month,537,1,25-29
726,Premium,14,2022-02-08,2023-06-30,Spain,50,Male,Laptop,1 Month,507,2,50-54
727,Basic,11,2022-04-08,2023-06-29,Spain,32,Female,Laptop,1 Month,447,4,30-34
728,Standard,14,2022-04-08,2023-06-29,United States,39,Male,Laptop,1 Month,447,4,35-39
729,Standard,15,2022-07-07,2023-06-30,Canada,43,Female,Smartphone,1 Month,358,7,40-44
730,Basic,12,2022-06-27,2023-06-30,United States,49,Female,Smartphone,1 Month,368,6,45-49
731,Premium,13,2022-06-19,2023-06-29,United States,30,Male,Tablet,1 Month,375,6,30-34
732,Basic,12,2022-06-19,2023-06-29,Canada,47,Male,Tablet,1 Month,375,6,45-49
733,Standard,10,2022-06-18,2023-06-29,United Kingdom,51,Female,Laptop,1 Month,376,6,50-54
734,Premium,14,2022-06-19,2023-06-30,Australia,40,Male,Tablet,1 Month,376,6,40-44
735,Basic,14,2022-06-24,2023-06-28,Germany,40,Male,Laptop,1 Month,369,6,40-44
736,Premium,11,2022-06-30,2023-06-30,France,49,Male,Smartphone,1 Month,365,6,45-49
737,Basic,15,2022-02-07,2023-06-30,Brazil,43,Female,Tablet,1 Month,508,2,40-44
738,Standard,14,2022-06-26,2023-01-07,Mexico,44,Female,Smartphone,1 Month,195,6,40-44
739,Standard,13,2022-06-21,2023-06-28,Spain,27,Male,Smartphone,1 Month,372,6,25-29
740,Basic,14,2022-06-16,2023-06-29,Italy,30,Male,Tablet,1 Month,378,6,30-34
741,Premium,14,2022-09-06,2023-06-30,Spain,47,Male,Smart TV,1 Month,297,9,45-49
742,Basic,13,2022-10-06,2023-06-30,Spain,51,Male,Smartphone,1 Month,267,10,50-54
743,Standard,15,2022-10-06,2023-06-28,United States,31,Female,Laptop,1 Month,265,10,30-34
744,Premium,13,2022-11-06,2023-06-29,Canada,34,Female,Tablet,1 Month,235,11,30-34
745,Basic,11,2022-12-06,2023-06-30,United States,28,Female,Laptop,1 Month,206,12,25-29
746,Basic,15,2022-06-15,2023-06-30,United States,32,Male,Smartphone,1 Month,380,6,30-34
747,Basic,11,2022-06-25,2023-06-29,Canada,41,Male,Smart TV,1 Month,369,6,40-44
748,Standard,13,2022-06-30,2023-06-28,United Kingdom,40,Male,Smart TV,1 Month,363,6,40-44
749,Premium,12,2022-06-07,2023-06-30,Australia,46,Male,Smart TV,1 Month,388,6,45-49
750,Basic,13,2022-09-07,2023-06-29,Germany,47,Male,Smart TV,1 Month,295,9,45-49
751,Basic,14,2022-07-18,2023-06-29,France,45,Female,Laptop,1 Month,346,7,45-49
752,Premium,10,2022-07-24,2023-06-28,Brazil,28,Female,Smartphone,1 Month,339,7,25-29
753,Standard,12,2022-07-27,2023-06-30,Mexico,43,Female,Smartphone,1 Month,338,7,40-44
754,Standard,11,2022-10-08,2023-06-29,Spain,41,Male,Laptop,1 Month,264,10,40-44
755,Basic,13,2022-08-16,2023-06-30,Italy,32,Male,Tablet,1 Month,318,8,30-34
756,Premium,14,2022-08-23,2023-06-29,Spain,44,Female,Smartphone,1 Month,310,8,40-44
757,Standard,11,2022-03-09,2023-06-30,Spain,32,Male,Laptop,1 Month,478,3,30-34
758,Basic,12,2022-04-09,2023-06-29,United States,47,Male,Laptop,1 Month,446,4,45-49
759,Standard,14,2022-05-09,2023-06-29,Canada,37,Male,Smart TV,1 Month,416,5,35-39
760,Premium,13,2022-04-09,2023-01-07,United States,40,Female,Smartphone,1 Month,273,4,40-44
761,Basic,11,2022-08-31,2023-06-29,United States,48,Female,Smart TV,1 Month,302,8,45-49
762,Premium,10,2022-01-09,2023-02-07,Canada,48,Male,Laptop,1 Month,394,1,45-49
763,Standard,10,2022-09-15,2023-06-29,United Kingdom,35,Male,Laptop,1 Month,287,9,35-39
764,Basic,15,2022-09-18,2023-03-07,Australia,28,Male,Smart TV,1 Month,170,9,25-29
765,Standard,11,2022-09-28,2023-06-29,Germany,35,Female,Smart TV,1 Month,274,9,35-39
766,Premium,13,2022-09-30,2023-01-07,France,43,Male,Smartphone,1 Month,99,9,40-44
767,Basic,15,2022-07-10,2023-06-29,Brazil,39,Male,Laptop,1 Month,354,7,35-39
768,Standard,10,2022-08-10,2023-02-07,Mexico,38,Female,Laptop,1 Month,181,8,35-39
769,Premium,14,2022-08-10,2023-06-30,Spain,36,Female,Smart TV,1 Month,324,8,35-39
770,Basic,11,2022-03-10,2023-01-07,Italy,42,Female,Laptop,1 Month,303,3,40-44
771,Premium,14,2022-04-10,2023-06-28,Spain,27,Male,Tablet,1 Month,444,4,25-29
772,Basic,12,2022-02-10,2023-01-07,Spain,48,Male,Laptop,1 Month,331,2,45-49
773,Standard,13,2022-01-10,2023-06-30,United States,27,Female,Smart TV,1 Month,536,1,25-29
774,Standard,15,2022-03-10,2023-02-07,Canada,49,Male,Smartphone,1 Month,334,3,45-49
775,Basic,11,2022-10-20,2023-06-28,United States,29,Male,Tablet,1 Month,251,10,25-29
776,Premium,11,2022-10-21,2023-01-07,United States,44,Male,Laptop,1 Month,78,10,40-44
777,Basic,11,2022-10-28,2023-06-30,Canada,31,Male,Smartphone,1 Month,245,10,30-34
778,Standard,13,2022-03-11,2023-01-07,United Kingdom,33,Male,Tablet,1 Month,302,3,30-34
779,Premium,10,2022-07-11,2023-06-28,Australia,36,Female,Smart TV,1 Month,352,7,35-39
780,Basic,15,2022-12-11,2023-06-30,Germany,43,Female,Laptop,1 Month,201,12,40-44
781,Premium,14,2022-11-13,2023-06-29,France,30,Female,Smartphone,1 Month,228,11,30-34
782,Basic,13,2022-02-11,2023-01-07,Brazil,44,Female,Laptop,1 Month,330,2,40-44
783,Standard,13,2022-01-11,2023-06-29,Mexico,37,Female,Laptop,1 Month,534,1,35-39
784,Standard,14,2022-10-31,2023-06-30,Spain,27,Male,Laptop,1 Month,242,10,25-29
785,Basic,12,2022-10-28,2023-06-29,Italy,35,Female,Laptop,1 Month,244,10,35-39
786,Premium,13,2022-10-24,2023-06-30,Spain,32,Male,Smart TV,1 Month,249,10,30-34
787,Basic,12,2022-03-10,2023-06-29,Spain,49,Female,Laptop,1 Month,476,3,45-49
788,Standard,12,2022-09-13,2023-06-30,United States,45,Female,Tablet,1 Month,290,9,45-49
789,Premium,11,2022-02-09,2023-06-30,Canada,33,Female,Smartphone,1 Month,506,2,30-34
790,Basic,14,2022-08-30,2023-06-30,United States,37,Female,Smartphone,1 Month,304,8,35-39
791,Premium,15,2022-08-25,2023-06-30,United States,29,Male,Smartphone,1 Month,309,8,25-29
792,Basic,12,2022-11-08,2023-06-30,Canada,45,Male,Smart TV,1 Month,234,11,45-49
793,Standard,11,2022-05-08,2023-06-30,United Kingdom,42,Female,Smartphone,1 Month,418,5,40-44
794,Standard,12,2022-02-08,2023-06-30,Australia,32,Female,Smart TV,1 Month,507,2,30-34
795,Basic,11,2022-03-08,2023-01-07,Germany,47,Male,Smartphone,1 Month,305,3,45-49
796,Premium,12,2022-04-08,2023-01-07,France,27,Male,Smart TV,1 Month,274,4,25-29
797,Basic,10,2022-05-08,2023-06-30,Brazil,35,Male,Tablet,1 Month,418,5,35-39
798,Standard,15,2022-12-07,2023-06-30,Mexico,35,Male,Laptop,1 Month,205,12,35-39
799,Premium,10,2022-02-07,2023-06-30,Spain,48,Male,Tablet,1 Month,508,2,45-49
800,Basic,12,2022-06-26,2023-06-30,Italy,36,Male,Smartphone,1 Month,369,6,35-39
801,Premium,10,2022-06-22,2023-06-29,Spain,46,Male,Smartphone,1 Month,372,6,45-49
802,Basic,13,2022-06-22,2023-06-30,Spain,33,Female,Smartphone,1 Month,373,6,30-34
803,Standard,14,2022-06-19,2023-01-07,United States,43,Male,Smart TV,1 Month,202,6,40-44
804,Standard,14,2022-06-22,2023-02-07,Canada,47,Female,Smartphone,1 Month,230,6,45-49
805,Basic,15,2022-06-27,2023-06-28,United States,39,Female,Laptop,1 Month,366,6,35-39
806,Premium,15,2022-01-07,2023-06-30,United States,30,Female,Laptop,1 Month,539,1,30-34
807,Basic,11,2022-06-28,2023-06-30,Canada,46,Male,Tablet,1 Month,367,6,45-49
808,Standard,13,2022-06-25,2023-01-07,United Kingdom,39,Male,Smart TV,1 Month,196,6,35-39
809,Premium,10,2022-06-22,2023-06-28,Australia,28,Male,Smartphone,1 Month,371,6,25-29
810,Basic,13,2022-09-06,2023-06-29,Germany,38,Male,Smartphone,1 Month,296,9,35-39
811,Premium,13,2022-10-06,2023-06-30,France,36,Male,Laptop,1 Month,267,10,35-39
812,Basic,15,2022-11-06,2023-01-07,Brazil,33,Male,Laptop,1 Month,62,11,30-34
813,Standard,10,2022-11-06,2023-06-28,Mexico,50,Male,Smartphone,1 Month,234,11,50-54
814,Standard,10,2022-12-06,2023-06-29,Spain,38,Male,Smartphone,1 Month,205,12,35-39
815,Basic,15,2022-06-13,2023-06-30,Italy,29,Male,Smartphone,1 Month,382,6,25-29
816,Premium,15,2022-06-18,2023-06-30,Spain,47,Female,Smart TV,1 Month,377,6,45-49
817,Basic,15,2022-06-29,2023-06-30,Spain,31,Female,Tablet,1 Month,366,6,30-34
818,Standard,13,2022-06-30,2023-06-28,United States,40,Male,Tablet,1 Month,363,6,40-44
819,Premium,14,2022-01-07,2023-01-07,Canada,50,Male,Laptop,1 Month,365,1,50-54
820,Basic,11,2022-07-07,2023-06-30,United States,43,Female,Tablet,1 Month,358,7,40-44
821,Basic,12,2022-07-13,2023-06-29,United States,35,Female,Laptop,1 Month,351,7,35-39
822,Basic,11,2022-07-24,2023-06-29,Canada,36,Male,Laptop,1 Month,340,7,35-39
823,Standard,15,2022-07-29,2023-06-30,United Kingdom,30,Male,Smartphone,1 Month,336,7,30-34
824,Premium,13,2022-07-31,2023-06-30,Australia,47,Female,Smartphone,1 Month,334,7,45-49
825,Basic,12,2022-09-08,2023-06-30,Germany,30,Female,Laptop,1 Month,295,9,30-34
826,Basic,11,2022-08-18,2023-01-07,France,37,Male,Smart TV,1 Month,142,8,35-39
827,Premium,15,2022-08-20,2023-06-30,Brazil,34,Male,Smartphone,1 Month,314,8,30-34
828,Standard,15,2022-08-30,2023-06-30,Mexico,33,Female,Smart TV,1 Month,304,8,30-34
829,Standard,10,2022-01-09,2023-06-29,Spain,31,Male,Tablet,1 Month,536,1,30-34
830,Basic,13,2022-02-09,2023-03-07,Italy,30,Female,Smartphone,1 Month,391,2,30-34
831,Premium,10,2022-02-09,2023-06-29,Spain,35,Male,Smartphone,1 Month,505,2,35-39
832,Standard,14,2022-09-15,2023-02-07,Spain,40,Female,Tablet,1 Month,145,9,40-44
833,Basic,13,2022-09-17,2023-06-29,United States,29,Male,Smartphone,1 Month,285,9,25-29
834,Standard,14,2022-09-26,2023-03-07,Canada,34,Female,Smart TV,1 Month,162,9,30-34
835,Premium,12,2022-09-27,2023-06-29,United States,31,Male,Laptop,1 Month,275,9,30-34
836,Basic,15,2022-04-10,2023-01-07,United States,28,Male,Laptop,1 Month,272,4,25-29
837,Premium,12,2022-06-10,2023-06-29,Canada,46,Female,Smart TV,1 Month,384,6,45-49
838,Standard,11,2022-07-10,2023-02-07,United Kingdom,38,Male,Smartphone,1 Month,212,7,35-39
839,Basic,13,2022-06-10,2023-06-30,Australia,35,Female,Laptop,1 Month,385,6,35-39
840,Standard,15,2022-07-10,2023-03-07,Germany,49,Male,Smartphone,1 Month,240,7,45-49
841,Premium,13,2022-06-10,2023-06-29,France,42,Male,Smartphone,1 Month,384,6,40-44
842,Basic,14,2022-06-10,2023-02-07,Brazil,37,Female,Laptop,1 Month,242,6,35-39
843,Standard,13,2022-04-10,2023-01-07,Mexico,39,Female,Smartphone,1 Month,272,4,35-39
844,Premium,10,2022-10-14,2023-02-07,Spain,47,Female,Smart TV,1 Month,116,10,45-49
845,Basic,12,2022-10-19,2023-06-29,Italy,49,Male,Smartphone,1 Month,253,10,45-49
846,Premium,12,2022-10-21,2023-01-07,Spain,35,Male,Laptop,1 Month,78,10,35-39
847,Basic,11,2022-10-28,2023-06-30,Spain,36,Female,Smart TV,1 Month,245,10,35-39
848,Standard,11,2022-01-11,2023-02-07,United States,40,Male,Tablet,1 Month,392,1,40-44
849,Standard,10,2022-12-11,2023-06-29,Canada,30,Female,Smart TV,1 Month,200,12,30-34
850,Basic,13,2022-11-13,2023-06-30,United States,51,Female,Smart TV,1 Month,229,11,50-54
851,Premium,15,2022-09-11,2023-06-30,United States,47,Male,Laptop,1 Month,292,9,45-49
852,Basic,12,2022-08-11,2023-01-07,Canada,47,Female,Laptop,1 Month,149,8,45-49
853,Standard,14,2022-06-11,2023-06-30,United Kingdom,39,Male,Tablet,1 Month,384,6,35-39
854,Premium,10,2022-07-11,2023-06-30,Australia,49,Male,Smart TV,1 Month,354,7,45-49
855,Basic,12,2022-02-11,2023-01-07,Germany,33,Male,Laptop,1 Month,330,2,30-34
856,Premium,10,2022-06-10,2023-06-30,France,32,Female,Smart TV,1 Month,385,6,30-34
857,Basic,15,2022-09-16,2023-06-30,Brazil,40,Male,Smartphone,1 Month,287,9,40-44
858,Standard,14,2022-10-09,2023-06-30,Mexico,40,Female,Laptop,1 Month,264,10,40-44
859,Standard,12,2022-04-09,2023-06-30,Spain,51,Female,Tablet,1 Month,447,4,50-54
860,Basic,13,2022-08-26,2023-01-07,Italy,50,Male,Smart TV,1 Month,134,8,50-54
861,Premium,14,2022-08-14,2023-01-07,Spain,50,Female,Smart TV,1 Month,146,8,50-54
862,Basic,14,2022-12-08,2023-01-07,Spain,47,Male,Smartphone,1 Month,30,12,45-49
863,Standard,12,2022-10-08,2023-06-30,United States,35,Male,Laptop,1 Month,265,10,35-39
864,Premium,11,2022-10-08,2023-01-07,Canada,31,Male,Tablet,1 Month,91,10,30-34
865,Basic,15,2022-04-08,2023-01-07,United States,36,Male,Smartphone,1 Month,274,4,35-39
866,Premium,10,2022-05-08,2023-01-07,United States,41,Female,Smart TV,1 Month,244,5,40-44
867,Basic,13,2022-07-17,2023-06-30,Canada,49,Female,Tablet,1 Month,348,7,45-49
868,Standard,12,2022-07-16,2023-01-07,United Kingdom,34,Female,Tablet,1 Month,175,7,30-34
869,Standard,15,2022-07-13,2023-01-07,Australia,30,Female,Tablet,1 Month,178,7,30-34
870,Basic,13,2022-03-07,2023-02-07,Germany,38,Male,Laptop,1 Month,337,3,35-39
871,Premium,11,2022-06-24,2023-06-29,France,45,Male,Tablet,1 Month,370,6,45-49
872,Basic,14,2022-06-21,2023-01-07,Brazil,42,Female,Laptop,1 Month,200,6,40-44
873,Standard,10,2022-06-22,2023-01-07,Mexico,42,Female,Smart TV,1 Month,199,6,40-44
874,Premium,10,2022-06-23,2023-02-07,Spain,31,Male,Smart TV,1 Month,229,6,30-34
875,Basic,14,2022-06-26,2023-06-29,Italy,28,Male,Smart TV,1 Month,368,6,25-29
876,Premium,11,2022-06-27,2023-06-30,Spain,44,Male,Tablet,1 Month,368,6,40-44
877,Basic,13,2022-06-28,2023-01-07,Spain,30,Male,Smart TV,1 Month,193,6,30-34
878,Standard,13,2022-06-28,2023-02-07,United States,33,Male,Smartphone,1 Month,224,6,30-34
879,Standard,12,2022-06-18,2023-06-29,Canada,42,Female,Tablet,1 Month,376,6,40-44
880,Basic,11,2022-11-06,2023-06-30,United States,31,Male,Smart TV,1 Month,236,11,30-34
881,Premium,11,2022-11-06,2023-01-07,United States,31,Female,Smartphone,1 Month,62,11,30-34
882,Basic,13,2022-12-06,2023-01-07,Canada,46,Female,Smart TV,1 Month,32,12,45-49
883,Standard,15,2022-06-13,2023-06-29,United Kingdom,28,Female,Tablet,1 Month,381,6,25-29
884,Premium,11,2022-06-13,2023-06-29,Australia,50,Male,Tablet,1 Month,381,6,50-54
885,Basic,11,2022-06-18,2023-02-07,Germany,34,Male,Tablet,1 Month,234,6,30-34
886,Premium,15,2022-06-23,2023-06-30,France,45,Female,Smart TV,1 Month,372,6,45-49
887,Basic,12,2022-06-26,2023-06-30,Brazil,38,Female,Laptop,1 Month,369,6,35-39
888,Standard,13,2022-06-29,2023-06-29,Mexico,42,Female,Laptop,1 Month,365,6,40-44
889,Standard,10,2022-02-07,2023-01-07,Spain,45,Female,Smartphone,1 Month,334,2,45-49
890,Basic,10,2022-06-07,2023-06-30,Italy,44,Male,Smart TV,1 Month,388,6,40-44
891,Premium,14,2022-07-18,2023-06-30,Spain,50,Female,Smart TV,1 Month,347,7,50-54
892,Basic,15,2022-07-29,2023-06-30,Spain,38,Male,Tablet,1 Month,336,7,35-39
893,Standard,13,2022-07-30,2023-01-07,United States,42,Female,Smart TV,1 Month,161,7,40-44
894,Premium,13,2022-03-08,2023-01-07,Canada,50,Male,Smart TV,1 Month,305,3,50-54
895,Basic,10,2022-08-15,2023-06-30,United States,30,Male,Smartphone,1 Month,319,8,30-34
896,Basic,10,2022-08-20,2023-01-07,United States,47,Female,Smartphone,1 Month,140,8,45-49
897,Basic,14,2022-08-21,2023-06-30,Canada,32,Female,Laptop,1 Month,313,8,30-34
898,Standard,11,2022-08-30,2023-02-07,United Kingdom,31,Female,Tablet,1 Month,161,8,30-34
899,Premium,15,2022-01-09,2023-06-29,Australia,37,Male,Laptop,1 Month,536,1,35-39
900,Basic,14,2022-02-09,2023-03-07,Germany,32,Female,Smartphone,1 Month,391,2,30-34
901,Basic,12,2022-04-09,2023-06-30,France,29,Male,Smartphone,1 Month,447,4,25-29
902,Premium,12,2022-10-09,2023-02-07,Brazil,28,Male,Tablet,1 Month,121,10,25-29
903,Standard,11,2022-09-25,2023-06-29,Mexico,42,Male,Laptop,1 Month,277,9,40-44
904,Standard,12,2022-09-27,2023-03-07,Spain,37,Male,Tablet,1 Month,161,9,35-39
905,Basic,13,2022-01-10,2023-06-30,Italy,38,Female,Laptop,1 Month,536,1,35-39
906,Premium,13,2022-06-10,2023-02-07,Spain,32,Male,Smart TV,1 Month,242,6,30-34
907,Standard,15,2022-07-10,2023-06-30,Spain,48,Male,Laptop,1 Month,355,7,45-49
908,Basic,13,2022-08-10,2023-03-07,United States,46,Female,Smart TV,1 Month,209,8,45-49
909,Standard,14,2022-08-10,2023-01-07,Canada,30,Male,Tablet,1 Month,150,8,30-34
910,Premium,10,2022-08-10,2023-03-07,United States,40,Female,Smart TV,1 Month,209,8,40-44
911,Basic,13,2022-08-10,2023-06-29,United States,29,Male,Smart TV,1 Month,323,8,25-29
912,Premium,15,2022-08-10,2023-02-07,Canada,41,Male,Tablet,1 Month,181,8,40-44
913,Standard,15,2022-10-10,2023-01-07,United Kingdom,32,Male,Laptop,1 Month,89,10,30-34
914,Basic,12,2022-10-19,2023-02-07,Australia,44,Female,Smart TV,1 Month,111,10,40-44
915,Standard,15,2022-10-20,2023-06-29,Germany,41,Male,Laptop,1 Month,252,10,40-44
916,Premium,12,2022-10-26,2023-01-07,France,50,Female,Smartphone,1 Month,73,10,50-54
917,Basic,14,2022-10-29,2023-06-30,Brazil,33,Female,Tablet,1 Month,244,10,30-34
918,Standard,10,2022-10-31,2023-02-07,Mexico,34,Female,Smart TV,1 Month,99,10,30-34
919,Premium,15,2022-11-11,2023-06-29,Spain,40,Male,Smartphone,1 Month,230,11,40-44
920,Basic,14,2022-09-11,2023-01-07,Italy,34,Female,Tablet,1 Month,118,9,30-34
921,Premium,14,2022-09-11,2023-01-07,Spain,27,Female,Smart TV,1 Month,118,9,25-29
922,Basic,13,2022-07-11,2023-01-07,Spain,34,Male,Tablet,1 Month,180,7,30-34
923,Standard,13,2022-08-11,2023-06-30,United States,28,Male,Tablet,1 Month,323,8,25-29
924,Standard,14,2022-05-11,2023-01-07,Canada,37,Female,Smart TV,1 Month,241,5,35-39
925,Basic,10,2022-10-25,2023-01-07,United States,27,Female,Laptop,1 Month,74,10,25-29
926,Premium,13,2022-10-23,2023-02-07,United States,33,Female,Laptop,1 Month,107,10,30-34
927,Basic,11,2022-10-20,2023-02-07,Canada,42,Male,Laptop,1 Month,110,10,40-44
928,Standard,11,2022-10-14,2023-01-07,United Kingdom,49,Male,Smartphone,1 Month,85,10,45-49
929,Premium,13,2022-08-29,2023-06-30,Australia,44,Male,Smart TV,1 Month,305,8,40-44
930,Basic,10,2022-08-18,2023-01-07,Germany,47,Male,Laptop,1 Month,142,8,45-49
931,Premium,13,2022-08-13,2023-02-07,France,33,Male,Laptop,1 Month,178,8,30-34
932,Basic,11,2022-11-08,2023-02-07,Brazil,37,Male,Smart TV,1 Month,91,11,35-39
